,userid,singer
17721,9ba5d0381a484690af894462f5056a192276cb6c,the white stripes
17722,9ba5d0381a484690af894462f5056a192276cb6c,evanescence
17723,9ba5d0381a484690af894462f5056a192276cb6c,lady gaga
17724,9ba5d0381a484690af894462f5056a192276cb6c,dimmu borgir
17725,9ba6f92e0be05a3e45fc0de0155e17a41936204a,mogwai
17726,9ba6f92e0be05a3e45fc0de0155e17a41936204a,lcd soundsystem
17727,9ba6f92e0be05a3e45fc0de0155e17a41936204a,arcade fire
17728,9ba71a75ff9354756c5af6a61b0a825e4a50d83d,30 seconds to mars
17729,9ba71a75ff9354756c5af6a61b0a825e4a50d83d,james blunt
17730,9ba71a75ff9354756c5af6a61b0a825e4a50d83d,nada surf
17731,9ba71a75ff9354756c5af6a61b0a825e4a50d83d,the fray
17732,9ba71a75ff9354756c5af6a61b0a825e4a50d83d,robbie williams
17733,9ba71a75ff9354756c5af6a61b0a825e4a50d83d,pendulum
17734,9ba7908a10300cf09bec1fa77bdf6433473e8800,linkin park
17735,9ba7908a10300cf09bec1fa77bdf6433473e8800,explosions in the sky
17736,9ba7908a10300cf09bec1fa77bdf6433473e8800,nirvana
17737,9ba7908a10300cf09bec1fa77bdf6433473e8800,a perfect circle
17738,9ba7908a10300cf09bec1fa77bdf6433473e8800,bullet for my valentine
17739,9bb193e7e64695e39c543f3bb663046e3e4428c9,marillion
17740,9bb193e7e64695e39c543f3bb663046e3e4428c9,led zeppelin
17741,9bb193e7e64695e39c543f3bb663046e3e4428c9,a perfect circle
17742,9bb193e7e64695e39c543f3bb663046e3e4428c9,green day
17743,9bb193e7e64695e39c543f3bb663046e3e4428c9,mike oldfield
17744,9bb5b447fe45f8edefd46c42078a6ac745d19fae,the kinks
17745,9bb5b447fe45f8edefd46c42078a6ac745d19fae,nouvelle vague
17746,9bb5b447fe45f8edefd46c42078a6ac745d19fae,ladytron
17747,9bbc71192c8945c14918d973925ad2c9120ee671,megadeth
17748,9bbc71192c8945c14918d973925ad2c9120ee671,dethklok
17749,9bbc71192c8945c14918d973925ad2c9120ee671,blind guardian
17750,9bbc71192c8945c14918d973925ad2c9120ee671,therion
17751,9bc74a313e2bbf4f16a8ab7aa77b372d69196a13,bathory
17752,9bc74a313e2bbf4f16a8ab7aa77b372d69196a13,marillion
17753,9bc74a313e2bbf4f16a8ab7aa77b372d69196a13,kiss
17754,9bcc9e146011df8ce453862fab7c0b53c8f38db2,soundgarden
17755,9bce1a27ccaae5b0f3c943ad07875df6f4189119,rihanna
17756,9bce1a27ccaae5b0f3c943ad07875df6f4189119,christina aguilera
17757,9bce1a27ccaae5b0f3c943ad07875df6f4189119,apulanta
17758,9bd1db9ebd0f4bac8493182fd1720fc81c320229,red hot chili peppers
17759,9bd1db9ebd0f4bac8493182fd1720fc81c320229,snow patrol
17760,9bd1db9ebd0f4bac8493182fd1720fc81c320229,jack johnson
17761,9bd8caa79fe4395894cd3f25699bf96591cac46e,immortal
17762,9bd8caa79fe4395894cd3f25699bf96591cac46e,dark tranquillity
17763,9bd8caa79fe4395894cd3f25699bf96591cac46e,strapping young lad
17764,9bd8caa79fe4395894cd3f25699bf96591cac46e,nirvana
17765,9bd8caa79fe4395894cd3f25699bf96591cac46e,amon amarth
17766,9bdb3c1708273be04ad2c7d6629ac2f988867689,leona lewis
17767,9bdb3c1708273be04ad2c7d6629ac2f988867689,mariah carey
17768,9bdf643c75508ac9f7d52e1bdb1174d93f433b14,relient k
17769,9bdf643c75508ac9f7d52e1bdb1174d93f433b14,motion city soundtrack
17770,9bdf643c75508ac9f7d52e1bdb1174d93f433b14,something corporate
17771,9bdf643c75508ac9f7d52e1bdb1174d93f433b14,funeral for a friend
17772,9bdf643c75508ac9f7d52e1bdb1174d93f433b14,cake
17773,9be64309cddd976de57e7a3a49bb034e3527e73f,arctic monkeys
17774,9be64309cddd976de57e7a3a49bb034e3527e73f,rammstein
17775,9be64309cddd976de57e7a3a49bb034e3527e73f,red hot chili peppers
17776,9be8f667a6ec728fb56ee612d5b14fe0aaa70b84,the clash
17777,9bec30b41632cf6566634a01d492e55db7e22d73,the beatles
17778,9bec30b41632cf6566634a01d492e55db7e22d73,rihanna
17779,9bec30b41632cf6566634a01d492e55db7e22d73,the all-american rejects
17780,9bec30b41632cf6566634a01d492e55db7e22d73,sugababes
17781,9bec30b41632cf6566634a01d492e55db7e22d73,pink
17782,9bf7eefc6563c23339c388f98c984b777d55fb9d,the mars volta
17783,9bf7eefc6563c23339c388f98c984b777d55fb9d,red hot chili peppers
17784,9bf7eefc6563c23339c388f98c984b777d55fb9d,my bloody valentine
17785,9bf7eefc6563c23339c388f98c984b777d55fb9d,nine inch nails
17786,9bfd5b1dadc5f9b5a981ed4456d561cbed1ccc99,alter bridge
17787,9bfd5b1dadc5f9b5a981ed4456d561cbed1ccc99,celldweller
17788,9c01184f8230353b7357763f20fd89367dc5fb29,sigur rós
17789,9c01184f8230353b7357763f20fd89367dc5fb29,lily allen
17790,9c0297b87f5960b2df9be49578981194c880fcf2,cascada
17791,9c0297b87f5960b2df9be49578981194c880fcf2,the beatles
17792,9c0297b87f5960b2df9be49578981194c880fcf2,daft punk
17793,9c0297b87f5960b2df9be49578981194c880fcf2,ludwig van beethoven
17794,9c0297b87f5960b2df9be49578981194c880fcf2,bon jovi
17795,9c06a774f7c069912f262691cfeaa4b1636a305e,bob marley
17796,9c06a774f7c069912f262691cfeaa4b1636a305e,eminem
17797,9c06a774f7c069912f262691cfeaa4b1636a305e,radiohead
17798,9c06a774f7c069912f262691cfeaa4b1636a305e,the white stripes
17799,9c0c542eb41cf8dff98731a76c1514097475bb69,cute is what we aim for
17800,9c0c542eb41cf8dff98731a76c1514097475bb69,senses fail
17801,9c0c542eb41cf8dff98731a76c1514097475bb69,hellogoodbye
17802,9c195fa51d7f53c22f7172e6663525426363e32e,ac/dc
17803,9c195fa51d7f53c22f7172e6663525426363e32e,genesis
17804,9c195fa51d7f53c22f7172e6663525426363e32e,counting crows
17805,9c195fa51d7f53c22f7172e6663525426363e32e,dream theater
17806,9c195fa51d7f53c22f7172e6663525426363e32e,rush
17807,9c20fb64598648f5e110bcf65fc06cb49951c6f5,the prodigy
17808,9c20fb64598648f5e110bcf65fc06cb49951c6f5,thievery corporation
17809,9c20fb64598648f5e110bcf65fc06cb49951c6f5,dire straits
17810,9c20fb64598648f5e110bcf65fc06cb49951c6f5,combichrist
17811,9c269fc99f6e92b9d16380ddd4f6b3fd0b74b694,blink-182
17812,9c269fc99f6e92b9d16380ddd4f6b3fd0b74b694,the offspring
17813,9c269fc99f6e92b9d16380ddd4f6b3fd0b74b694,rancid
17814,9c269fc99f6e92b9d16380ddd4f6b3fd0b74b694,rise against
17815,9c269fc99f6e92b9d16380ddd4f6b3fd0b74b694,the ataris
17816,9c2c967022b8b8acf36004dc89495cbd16ac3c30,the strokes
17817,9c2c967022b8b8acf36004dc89495cbd16ac3c30,modest mouse
17818,9c2c967022b8b8acf36004dc89495cbd16ac3c30,animal collective
17819,9c2c967022b8b8acf36004dc89495cbd16ac3c30,kings of leon
17820,9c2c967022b8b8acf36004dc89495cbd16ac3c30,eels
17821,9c2c967022b8b8acf36004dc89495cbd16ac3c30,the velvet underground
17822,9c34231a1d349443164f3809d59960cda46bb5d0,incubus
17823,9c34231a1d349443164f3809d59960cda46bb5d0,muse
17824,9c34231a1d349443164f3809d59960cda46bb5d0,switchfoot
17825,9c34231a1d349443164f3809d59960cda46bb5d0,evanescence
17826,9c34231a1d349443164f3809d59960cda46bb5d0,system of a down
17827,9c3693782e2800e37a6c196b41a2897d012aca5c,children of bodom
17828,9c3693782e2800e37a6c196b41a2897d012aca5c,the beatles
17829,9c3693782e2800e37a6c196b41a2897d012aca5c,godsmack
17830,9c3693782e2800e37a6c196b41a2897d012aca5c,dio
17831,9c3693782e2800e37a6c196b41a2897d012aca5c,lamb of god
17832,9c3693782e2800e37a6c196b41a2897d012aca5c,rush
17833,9c3693782e2800e37a6c196b41a2897d012aca5c,eagles
17834,9c3693782e2800e37a6c196b41a2897d012aca5c,lynyrd skynyrd
17835,9c38b2875b648a5476eabb7286e8686f1be537e9,the decemberists
17836,9c38b2875b648a5476eabb7286e8686f1be537e9,new found glory
17837,9c38b2875b648a5476eabb7286e8686f1be537e9,taking back sunday
17838,9c4c660024b4d0697f61faae85e0f66095b59399,calexico
17839,9c4c660024b4d0697f61faae85e0f66095b59399,rammstein
17840,9c4c660024b4d0697f61faae85e0f66095b59399,the killers
17841,9c4c660024b4d0697f61faae85e0f66095b59399,atb
17842,9c4c660024b4d0697f61faae85e0f66095b59399,blink-182
17843,9c623a7234743683d0a01920b4f666a3103bbe3c,blink-182
17844,9c623a7234743683d0a01920b4f666a3103bbe3c,bloodhound gang
17845,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,system of a down
17846,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,die toten hosen
17847,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,equilibrium
17848,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,trivium
17849,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,the subways
17850,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,less than jake
17851,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,john williams
17852,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,linkin park
17853,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,arctic monkeys
17854,9c6804e9d3c0c817f57ac2e84ba87f10271b33b9,the beatles
17855,9c6f0bc14dbac9caa1e98077a99d7e70c612dfe0,arch enemy
17856,9c6f0bc14dbac9caa1e98077a99d7e70c612dfe0,ill niño
17857,9c6f0bc14dbac9caa1e98077a99d7e70c612dfe0,soulfly
17858,9c6f0bc14dbac9caa1e98077a99d7e70c612dfe0,marduk
17859,9c6f0bc14dbac9caa1e98077a99d7e70c612dfe0,dethklok
17860,9c6f0bc14dbac9caa1e98077a99d7e70c612dfe0,bloodbath
17861,9c6f0bc14dbac9caa1e98077a99d7e70c612dfe0,behemoth
17862,9c7a67ef631d418ad8342a5b9a896f4d99a1137d,animal collective
17863,9c7a67ef631d418ad8342a5b9a896f4d99a1137d,wilco
17864,9c7a67ef631d418ad8342a5b9a896f4d99a1137d,the magnetic fields
17865,9c7a67ef631d418ad8342a5b9a896f4d99a1137d,the velvet underground
17866,9c7a67ef631d418ad8342a5b9a896f4d99a1137d,the shins
17867,9c7a67ef631d418ad8342a5b9a896f4d99a1137d,venetian snares
17868,9c7e268bc486447ba11cf2a69d6815ba73e612fd,faith no more
17869,9c7e268bc486447ba11cf2a69d6815ba73e612fd,the crystal method
17870,9c7e268bc486447ba11cf2a69d6815ba73e612fd,the smashing pumpkins
17871,9c7e268bc486447ba11cf2a69d6815ba73e612fd,梶浦由記
17872,9c7e268bc486447ba11cf2a69d6815ba73e612fd,植松伸夫
17873,9c82e2c7dd962ac8a853b7616d7ec27c03cc2d1d,genesis
17874,9c82e2c7dd962ac8a853b7616d7ec27c03cc2d1d,the doors
17875,9c82e2c7dd962ac8a853b7616d7ec27c03cc2d1d,marillion
17876,9c84eae6c5da0575bb35c4934e1e3e9aab6df4a2,john coltrane
17877,9c84eae6c5da0575bb35c4934e1e3e9aab6df4a2,reel big fish
17878,9c84eae6c5da0575bb35c4934e1e3e9aab6df4a2,miles davis
17879,9c84eae6c5da0575bb35c4934e1e3e9aab6df4a2,jack johnson
17880,9c891c3882d9bcd87be38309f0dc1622be4b245d,bob dylan
17881,9c95764832a181c3c7738b08fd46a3a12db4ab8d,the white stripes
17882,9c95764832a181c3c7738b08fd46a3a12db4ab8d,the strokes
17883,9c95764832a181c3c7738b08fd46a3a12db4ab8d,nick drake
17884,9c96ca068287544cfc5c2cbaae965c0c7974b395,marilyn manson
17885,9c96ca068287544cfc5c2cbaae965c0c7974b395,breaking benjamin
17886,9c96ca068287544cfc5c2cbaae965c0c7974b395,evanescence
17887,9c96ca068287544cfc5c2cbaae965c0c7974b395,jimmy eat world
17888,9caa8d232a6db04133a691f431743ed59f94b75d,therion
17889,9caa8d232a6db04133a691f431743ed59f94b75d,moonspell
17890,9caa8d232a6db04133a691f431743ed59f94b75d,dimmu borgir
17891,9caa8d232a6db04133a691f431743ed59f94b75d,sigur rós
17892,9caa8d232a6db04133a691f431743ed59f94b75d,sonata arctica
17893,9caa8d232a6db04133a691f431743ed59f94b75d,nightwish
17894,9caa8d232a6db04133a691f431743ed59f94b75d,avantasia
17895,9caa8d232a6db04133a691f431743ed59f94b75d,rammstein
17896,9cb07fe939bb114dda9b03c5be75c602943794bb,cold war kids
17897,9cb07fe939bb114dda9b03c5be75c602943794bb,klaxons
17898,9cb07fe939bb114dda9b03c5be75c602943794bb,manic street preachers
17899,9cb07fe939bb114dda9b03c5be75c602943794bb,the verve
17900,9cb44d8c37440d65a19df5c4003b47f0f6222d54,metallica
17901,9cbe6b8706c69555fde01799f6d06571b1ea9abe,a tribe called quest
17902,9cbe6b8706c69555fde01799f6d06571b1ea9abe,neurosis
17903,9cbe6b8706c69555fde01799f6d06571b1ea9abe,sade
17904,9cbe6b8706c69555fde01799f6d06571b1ea9abe,n*e*r*d
17905,9cca9914d5e506ab18e689942ea4c82784ecd80c,weird al yankovic
17906,9cca9914d5e506ab18e689942ea4c82784ecd80c,third eye blind
17907,9cd606c8952d0e70e3bbd5a6328538f37574d747,metallica
17908,9cd606c8952d0e70e3bbd5a6328538f37574d747,silverchair
17909,9cdd4a11e136a5dca03ccc9b89b292eca4a26679,queens of the stone age
17910,9ce70c7f3bfb9859f164e4c8c25b2f3c27e4f95a,breaking benjamin
17911,9ce70c7f3bfb9859f164e4c8c25b2f3c27e4f95a,death cab for cutie
17912,9ce7fdc04eb98f675dde9360141aa65f775cd50e,barenaked ladies
17913,9ce7fdc04eb98f675dde9360141aa65f775cd50e,ryan adams
17914,9ce7fdc04eb98f675dde9360141aa65f775cd50e,bon jovi
17915,9ce7fdc04eb98f675dde9360141aa65f775cd50e,feist
17916,9cefdaa9ff71b7c3a8d437f5d0f2e6e2410ef910,marillion
17917,9cefdaa9ff71b7c3a8d437f5d0f2e6e2410ef910,coheed and cambria
17918,9cefdaa9ff71b7c3a8d437f5d0f2e6e2410ef910,killswitch engage
17919,9cefdaa9ff71b7c3a8d437f5d0f2e6e2410ef910,lostprophets
17920,9cefdaa9ff71b7c3a8d437f5d0f2e6e2410ef910,lamb of god
17921,9cefdaa9ff71b7c3a8d437f5d0f2e6e2410ef910,iron maiden
17922,9cf5448ef9965f153fe153b9f97895332cb9143e,die apokalyptischen reiter
17923,9cf5448ef9965f153fe153b9f97895332cb9143e,lagwagon
17924,9cf5448ef9965f153fe153b9f97895332cb9143e,die toten hosen
17925,9cf5448ef9965f153fe153b9f97895332cb9143e,ac/dc
17926,9cf7c770dd811a78e6ebc0dbcacc93c9a15d3981,beirut
17927,9cf7c770dd811a78e6ebc0dbcacc93c9a15d3981,kate nash
17928,9cfc503ae1d9d9c6f68a52e0e393715eef8ed053,britney spears
17929,9cfc503ae1d9d9c6f68a52e0e393715eef8ed053,lady gaga
17930,9cfc503ae1d9d9c6f68a52e0e393715eef8ed053,eddie vedder
17931,9d029f3a043c284c8f79610358351580a2447f3f,beastie boys
17932,9d029f3a043c284c8f79610358351580a2447f3f,green day
17933,9d029f3a043c284c8f79610358351580a2447f3f,pennywise
17934,9d029f3a043c284c8f79610358351580a2447f3f,sublime
17935,9d0894b4899cc6b08719ca16d1a00c75d8e3ce21,the beatles
17936,9d0894b4899cc6b08719ca16d1a00c75d8e3ce21,amy winehouse
17937,9d0894b4899cc6b08719ca16d1a00c75d8e3ce21,lupe fiasco
17938,9d0cb5f4aad23b5638226c89211e9a0899eb6dcc,three days grace
17939,9d0cb5f4aad23b5638226c89211e9a0899eb6dcc,foo fighters
17940,9d0cb5f4aad23b5638226c89211e9a0899eb6dcc,serj tankian
17941,9d164a860129d91e36a5591eca782a5c1275f537,the smiths
17942,9d164a860129d91e36a5591eca782a5c1275f537,duran duran
17943,9d164a860129d91e36a5591eca782a5c1275f537,the cure
17944,9d164a860129d91e36a5591eca782a5c1275f537,creedence clearwater revival
17945,9d1d5f57b18861b0216901a02366f78c4fd46b43,pearl jam
17946,9d1d5f57b18861b0216901a02366f78c4fd46b43,belle and sebastian
17947,9d1d5f57b18861b0216901a02366f78c4fd46b43,she wants revenge
17948,9d1d5f57b18861b0216901a02366f78c4fd46b43,ben harper
17949,9d1d5f57b18861b0216901a02366f78c4fd46b43,the white stripes
17950,9d1d91f1240709f2f9dd6f3b9b9088fa8f354b94,frank sinatra
17951,9d1d91f1240709f2f9dd6f3b9b9088fa8f354b94,they might be giants
17952,9d1d91f1240709f2f9dd6f3b9b9088fa8f354b94,billy joel
17953,9d1d91f1240709f2f9dd6f3b9b9088fa8f354b94,talking heads
17954,9d1f3caf3e8b444ff2a5c83c8dac8382e909b1fa,lil wayne
17955,9d1f3caf3e8b444ff2a5c83c8dac8382e909b1fa,onerepublic
17956,9d1f3caf3e8b444ff2a5c83c8dac8382e909b1fa,ne-yo
17957,9d1f3caf3e8b444ff2a5c83c8dac8382e909b1fa,chamillionaire
17958,9d1f3caf3e8b444ff2a5c83c8dac8382e909b1fa,cascada
17959,9d22b8fb1a2b710b43ed753f7dbee4d5cbc7fb5d,grizzly bear
17960,9d22b8fb1a2b710b43ed753f7dbee4d5cbc7fb5d,madlib
17961,9d2fd427e06d10e71d6a068aaf8052e598ba71d5,the killers
17962,9d2fd427e06d10e71d6a068aaf8052e598ba71d5,every time i die
17963,9d2fd427e06d10e71d6a068aaf8052e598ba71d5,r.e.m.
17964,9d4144bfc1f44383b8bf85a2d45744998bc94861,linkin park
17965,9d4144bfc1f44383b8bf85a2d45744998bc94861,devildriver
17966,9d4144bfc1f44383b8bf85a2d45744998bc94861,adema
17967,9d4144bfc1f44383b8bf85a2d45744998bc94861,tool
17968,9d4144bfc1f44383b8bf85a2d45744998bc94861,porcupine tree
17969,9d4144bfc1f44383b8bf85a2d45744998bc94861,from autumn to ashes
17970,9d597e136d3632f10e9aedc013b9ea7d8fc42958,norther
17971,9d597e136d3632f10e9aedc013b9ea7d8fc42958,anthrax
17972,9d597e136d3632f10e9aedc013b9ea7d8fc42958,slipknot
17973,9d597e136d3632f10e9aedc013b9ea7d8fc42958,metallica
17974,9d618d24dd4505e66ad3cc4fa27b9dd0586cf796,the smashing pumpkins
17975,9d618d24dd4505e66ad3cc4fa27b9dd0586cf796,dave matthews band
17976,9d618d24dd4505e66ad3cc4fa27b9dd0586cf796,neil young
17977,9d618d24dd4505e66ad3cc4fa27b9dd0586cf796,jimi hendrix
17978,9d7038c6644f4c853f5aa3ae5c229f6804245a77,neil young
17979,9d7adaa110c14ee7cb59c1d318be913b0fcb7c9d,the smashing pumpkins
17980,9d7adaa110c14ee7cb59c1d318be913b0fcb7c9d,david bowie
17981,9d7adaa110c14ee7cb59c1d318be913b0fcb7c9d,pixies
17982,9d7adaa110c14ee7cb59c1d318be913b0fcb7c9d,darkthrone
17983,9d7f52363e18c2bfe4f575ee64c8def468765972,daft punk
17984,9d801c5944e3658c55de4bdf04c3e87e69538d83,bloodhound gang
17985,9d801c5944e3658c55de4bdf04c3e87e69538d83,the kooks
17986,9d801c5944e3658c55de4bdf04c3e87e69538d83,the strokes
17987,9d8aa31c33e042d99d8e3f7a8f74fbdf566e5f6a,madonna
17988,9d8aa31c33e042d99d8e3f7a8f74fbdf566e5f6a,jonas brothers
17989,9d8aa31c33e042d99d8e3f7a8f74fbdf566e5f6a,gwen stefani
17990,9d8aa31c33e042d99d8e3f7a8f74fbdf566e5f6a,breaking benjamin
17991,9d8d6a44047ee49e90979bf38849bf2bb4c27cba,oasis
17992,9d8d6a44047ee49e90979bf38849bf2bb4c27cba,timbaland
17993,9d911917edac9ec52934c7db4c06a0b87526154d,the chemical brothers
17994,9d911917edac9ec52934c7db4c06a0b87526154d,massive attack
17995,9d911917edac9ec52934c7db4c06a0b87526154d,beck
17996,9d911917edac9ec52934c7db4c06a0b87526154d,jamiroquai
17997,9d9323148fbc5f32fc58744af0c92057436e71d1,the prodigy
17998,9d9323148fbc5f32fc58744af0c92057436e71d1,underworld
17999,9d9323148fbc5f32fc58744af0c92057436e71d1,the chemical brothers
18000,9d9323148fbc5f32fc58744af0c92057436e71d1,fatboy slim
18001,9da396ece642cf3993676b325102357b5d2b1c38,kult
18002,9da396ece642cf3993676b325102357b5d2b1c38,dr. dre
18003,9db502b0efd5bcf26add0a8bba809212b4bf8c14,she wants revenge
18004,9db502b0efd5bcf26add0a8bba809212b4bf8c14,arctic monkeys
18005,9db5635e81f4b6b59dda66edd6f19ed7e5b6195a,koЯn
18006,9dbe9f6fb5399ed88835b4b3675162b9e25b3548,ac/dc
18007,9dbe9f6fb5399ed88835b4b3675162b9e25b3548,mötley crüe
18008,9dbe9f6fb5399ed88835b4b3675162b9e25b3548,iron maiden
18009,9dca22e06b5bbeae240273fe5f236c29a6af095f,kaiser chiefs
18010,9dca22e06b5bbeae240273fe5f236c29a6af095f,duran duran
18011,9dca22e06b5bbeae240273fe5f236c29a6af095f,kraftwerk
18012,9dca22e06b5bbeae240273fe5f236c29a6af095f,snow patrol
18013,9dcb7bd62f754b52f9ed98229b24c1c8196a2a78,john williams
18014,9dcb7bd62f754b52f9ed98229b24c1c8196a2a78,dropkick murphys
18015,9dd0c3cc239e068009fc3f78cec7b11006910209,bob marley
18016,9dd0c3cc239e068009fc3f78cec7b11006910209,moloko
18017,9dd96f74084e7007548062de392692e8008d544d,cobra starship
18018,9dd96f74084e7007548062de392692e8008d544d,the academy is...
18019,9dd96f74084e7007548062de392692e8008d544d,mudvayne
18020,9dd96f74084e7007548062de392692e8008d544d,the red jumpsuit apparatus
18021,9dd96f74084e7007548062de392692e8008d544d,paramore
18022,9deabd1c3a8c8813e4444d0d0b94f586c4f25b88,30 seconds to mars
18023,9deabd1c3a8c8813e4444d0d0b94f586c4f25b88,pearl jam
18024,9deabd1c3a8c8813e4444d0d0b94f586c4f25b88,radiohead
18025,9deabd1c3a8c8813e4444d0d0b94f586c4f25b88,saosin
18026,9deabd1c3a8c8813e4444d0d0b94f586c4f25b88,my chemical romance
18027,9df2b7aa733fcddc918951ea8761fe2964ed4ad2,the hold steady
18028,9df2b7aa733fcddc918951ea8761fe2964ed4ad2,barenaked ladies
18029,9df2b7aa733fcddc918951ea8761fe2964ed4ad2,spoon
18030,9df2b7aa733fcddc918951ea8761fe2964ed4ad2,phoenix
18031,9df2b7aa733fcddc918951ea8761fe2964ed4ad2,interpol
18032,9df2dbe1166e0b5b60e023f8b3b7bbf23690fd61,tiësto
18033,9df2dbe1166e0b5b60e023f8b3b7bbf23690fd61,lupe fiasco
18034,9df2dbe1166e0b5b60e023f8b3b7bbf23690fd61,eminem
18035,9df7b4517ff28dbc2012f30079bfd1cc533e9fc5,silverstein
18036,9df7b4517ff28dbc2012f30079bfd1cc533e9fc5,atreyu
18037,9e0882edfbf02344b2347c54f4b6f75245b16975,nile
18038,9e0c994d3e787dbdc8320d128e009fee2a82a2a5,type o negative
18039,9e0c994d3e787dbdc8320d128e009fee2a82a2a5,placebo
18040,9e0c994d3e787dbdc8320d128e009fee2a82a2a5,david bowie
18041,9e0c994d3e787dbdc8320d128e009fee2a82a2a5,bryan adams
18042,9e0f0fd6c596895517435bfb9aed1f2e4b3cd2a9,the strokes
18043,9e0f0fd6c596895517435bfb9aed1f2e4b3cd2a9,against me!
18044,9e0f0fd6c596895517435bfb9aed1f2e4b3cd2a9,tiger army
18045,9e0f63d95c95361d010bd34f1e5c5ff640a288ef,bon jovi
18046,9e218c3087687d9f09ad512a210bdcc8f6f5a0d4,the kinks
18047,9e218c3087687d9f09ad512a210bdcc8f6f5a0d4,wilco
18048,9e218c3087687d9f09ad512a210bdcc8f6f5a0d4,the smiths
18049,9e218c3087687d9f09ad512a210bdcc8f6f5a0d4,rjd2
18050,9e277090789503fb17210fa7acebb01b82d3b5f2,sigur rós
18051,9e277090789503fb17210fa7acebb01b82d3b5f2,the knife
18052,9e277090789503fb17210fa7acebb01b82d3b5f2,宇多田ヒカル
18053,9e27c1d82e0e545620d44a513e767d8b73181bb2,slipknot
18054,9e27c1d82e0e545620d44a513e767d8b73181bb2,in flames
18055,9e27c1d82e0e545620d44a513e767d8b73181bb2,bullet for my valentine
18056,9e27c1d82e0e545620d44a513e767d8b73181bb2,sepultura
18057,9e27c1d82e0e545620d44a513e767d8b73181bb2,sodom
18058,9e27c1d82e0e545620d44a513e767d8b73181bb2,napalm death
18059,9e300bba23998e1dfdba12040f199f757b38e0af,arch enemy
18060,9e300bba23998e1dfdba12040f199f757b38e0af,testament
18061,9e3705ff5f75f17c4046bf8f725b882c1d053a13,atmosphere
18062,9e3705ff5f75f17c4046bf8f725b882c1d053a13,foo fighters
18063,9e3705ff5f75f17c4046bf8f725b882c1d053a13,system of a down
18064,9e3705ff5f75f17c4046bf8f725b882c1d053a13,blind guardian
18065,9e3705ff5f75f17c4046bf8f725b882c1d053a13,dethklok
18066,9e3705ff5f75f17c4046bf8f725b882c1d053a13,the smashing pumpkins
18067,9e3705ff5f75f17c4046bf8f725b882c1d053a13,mastodon
18068,9e3705ff5f75f17c4046bf8f725b882c1d053a13,a perfect circle
18069,9e3bda1b3ba4d31a82f209b006974b5abc055320,ludacris
18070,9e3bda1b3ba4d31a82f209b006974b5abc055320,nas
18071,9e419a3cb86b70f4ef02ab1ab67f9ef2035fa871,beck
18072,9e419a3cb86b70f4ef02ab1ab67f9ef2035fa871,eagles of death metal
18073,9e419a3cb86b70f4ef02ab1ab67f9ef2035fa871,franz ferdinand
18074,9e419a3cb86b70f4ef02ab1ab67f9ef2035fa871,kyuss
18075,9e419a3cb86b70f4ef02ab1ab67f9ef2035fa871,the doors
18076,9e419a3cb86b70f4ef02ab1ab67f9ef2035fa871,nirvana
18077,9e42d66cba2b02925208fa7d8ffb1ffddf0c7337,muse
18078,9e42d66cba2b02925208fa7d8ffb1ffddf0c7337,sonata arctica
18079,9e438979f953a760aad28c7cb24c0434cfb70def,emilie simon
18080,9e438979f953a760aad28c7cb24c0434cfb70def,dashboard confessional
18081,9e438979f953a760aad28c7cb24c0434cfb70def,jack's mannequin
18082,9e438979f953a760aad28c7cb24c0434cfb70def,muse
18083,9e438979f953a760aad28c7cb24c0434cfb70def,soundtrack
18084,9e46f19ad78b4df18382ef890bb66ffb20c94932,massive attack
18085,9e46f19ad78b4df18382ef890bb66ffb20c94932,air
18086,9e46f19ad78b4df18382ef890bb66ffb20c94932,foo fighters
18087,9e46f19ad78b4df18382ef890bb66ffb20c94932,sigur rós
18088,9e50617c1c08910b9b0924efed52bdc3340eb073,ensiferum
18089,9e50617c1c08910b9b0924efed52bdc3340eb073,riverside
18090,9e59dddc9f7c993592e6eb287492ba66cebf1d02,children of bodom
18091,9e5dbed9620e970a18aa09bd3c55a5aac2038d09,2pac
18092,9e5dbed9620e970a18aa09bd3c55a5aac2038d09,dr. dre
18093,9e5f63ff1bbce604d4734c48d943b52abd43e164,hans zimmer
18094,9e747bafa3cc33745f14455e78b063dc2adced91,regina spektor
18095,9e747bafa3cc33745f14455e78b063dc2adced91,rilo kiley
18096,9e747bafa3cc33745f14455e78b063dc2adced91,jimmy eat world
18097,9e747bafa3cc33745f14455e78b063dc2adced91,coldplay
18098,9e8082e09341cfd2a397c5bb4ee94f14c1ca6f51,jamiroquai
18099,9e8082e09341cfd2a397c5bb4ee94f14c1ca6f51,sugababes
18100,9e8082e09341cfd2a397c5bb4ee94f14c1ca6f51,christina aguilera
18101,9e889ae165c863edc23a1ce9a8ff87e768035a93,kelly clarkson
18102,9e889ae165c863edc23a1ce9a8ff87e768035a93,the veronicas
